Freq.	V(out)/V(in)
3.71535229097168e+003	(3.43436630474191e+001dB,-8.97554757988450e+001°)
3.80189396320557e+003	(3.45327692510430e+001dB,-9.07144975619171e+001°)
3.89045144994276e+003	(3.47199339733000e+001dB,-9.16711480202895e+001°)
3.98107170553493e+003	(3.49051502339520e+001dB,-9.26255716778776e+001°)
4.07380277804108e+003	(3.50884094164306e+001dB,-9.35779054135473e+001°)
4.16869383470331e+003	(3.52697013415673e+001dB,-9.45282778437137e+001°)
4.26579518801588e+003	(3.54490143468101e+001dB,-9.54768087081391e+001°)
4.36515832240161e+003	(3.56263353705715e+001dB,-9.64236082801403e+001°)
4.46683592150958e+003	(3.58016500419864e+001dB,-9.73687768043884e+001°)
4.57088189614870e+003	(3.59749427757441e+001dB,-9.83124039641046e+001°)
4.67735141287193e+003	(3.61461968719058e+001dB,-9.92545683796277e+001°)
4.78630092322633e+003	(3.63153946207718e+001dB,-1.00195337142368e+002°)
4.89778819368441e+003	(3.64825174123133e+001dB,-1.01134765384764e+002°)
5.01187233627267e+003	(3.66475458501390e+001dB,-1.02072895890372e+002°)
5.12861383991359e+003	(3.68104598697528e+001dB,-1.03009758746294e+002°)
5.24807460249767e+003	(3.69712388606585e+001dB,-1.03945371040333e+002°)
5.37031796370247e+003	(3.71298617920813e+001dB,-1.04879736605654e+002°)
5.49540873857618e+003	(3.72863073419455e+001dB,-1.05812845815716e+002°)
5.62341325190343e+003	(3.74405540284524e+001dB,-1.06744675431457e+002°)
5.75439937337150e+003	(3.75925803440633e+001dB,-1.07675188503333e+002°)
5.88843655355582e+003	(3.77423648911093e+001dB,-1.08604334330042e+002°)
6.02559586074351e+003	(3.78898865186105e+001dB,-1.09532048475890e+002°)
6.16595001861475e+003	(3.80351244595326e+001dB,-1.10458252848345e+002°)
6.30957344480186e+003	(3.81780584679748e+001dB,-1.11382855836675e+002°)
6.45654229034648e+003	(3.83186689554810e+001dB,-1.12305752513104e+002°)
6.60693448007588e+003	(3.84569371257559e+001dB,-1.13226824896261e+002°)
6.76082975391974e+003	(3.85928451071221e+001dB,-1.14145942277489e+002°)
6.91830970918928e+003	(3.87263760818563e+001dB,-1.15062961609088e+002°)
7.07945784384129e+003	(3.88575144116098e+001dB,-1.15977727954009e+002°)
7.24435960074981e+003	(3.89862457582936e+001dB,-1.16890074995294e+002°)
7.41310241300908e+003	(3.91125571994874e+001dB,-1.17799825602999e+002°)
7.58577575029174e+003	(3.92364373376719e+001dB,-1.18706792456880e+002°)
7.76247116628682e+003	(3.93578764026539e+001dB,-1.19610778721169e+002°)
7.94328234724272e+003	(3.94768663463467e+001dB,-1.20511578768115e+002°)
8.12830516164089e+003	(3.95934009293851e+001dB,-1.21408978946664e+002°)
8.31763771102661e+003	(3.97074757988989e+001dB,-1.22302758391146e+002°)
8.51138038202366e+003	(3.98190885570164e+001dB,-1.23192689866096e+002°)
8.70963589956070e+003	(3.99282388195370e+001dB,-1.24078540640932e+002°)
8.91250938133734e+003	(4.00349282644481e+001dB,-1.24960073389852e+002°)
9.12010839355898e+003	(4.01391606700580e+001dB,-1.25837047110902e+002°)
9.33254300796979e+003	(4.02409419423940e+001dB,-1.26709218057873e+002°)
9.54992586021424e+003	(4.03402801318296e+001dB,-1.27576340679687e+002°)
9.77237220955798e+003	(4.04371854389905e+001dB,-1.28438168560535e+002°)
9.99999999999987e+003	(4.05316702098276e+001dB,-1.29294455354820e+002°)
1.02329299228074e+004	(4.06237489202150e+001dB,-1.30144955711171e+002°)
1.04712854805089e+004	(4.07134381501563e+001dB,-1.30989426179079e+002°)
1.07151930523759e+004	(4.08007565480442e+001dB,-1.31827626093177e+002°)
1.09647819614317e+004	(4.08857247854176e+001dB,-1.32659318429322e+002°)
1.12201845430195e+004	(4.09683655025005e+001dB,-1.33484270627579e+002°)
1.14815362149687e+004	(4.10487032453782e+001dB,-1.34302255377799e+002°)
1.17489755493951e+004	(4.11267643952612e+001dB,-1.35113051363032e+002°)
1.20226443461740e+004	(4.12025770904522e+001dB,-1.35916443957778e+002°)
1.23026877081237e+004	(4.12761711419091e+001dB,-1.36712225877260e+002°)
1.25892541179415e+004	(4.13475779430058e+001dB,-1.37500197775306e+002°)
1.28824955169312e+004	(4.14168303743409e+001dB,-1.38280168789018e+002°)
1.31825673855639e+004	(4.14839627043087e+001dB,-1.39051957028003e+002°)
1.34896288259164e+004	(4.15490104863214e+001dB,-1.39815390007560e+002°)
1.38038426460287e+004	(4.16120104533023e+001dB,-1.40570305025196e+002°)
1.41253754462274e+004	(4.16730004104516e+001dB,-1.41316549480359e+002°)
1.44543977074591e+004	(4.17320191267721e+001dB,-1.42053981137873e+002°)
1.47910838816819e+004	(4.17891062262814e+001dB,-1.42782468335931e+002°)
1.51356124843619e+004	(4.18443020795215e+001dB,-1.43501890140089e+002°)
1.54881661891246e+004	(4.18976476959353e+001dB,-1.44212136444751e+002°)
1.58489319246109e+004	(4.19491846178632e+001dB,-1.44913108024174e+002°)
1.62181009735891e+004	(4.19989548166216e+001dB,-1.45604716535533e+002°)
1.65958690743754e+004	(4.20470005910883e+001dB,-1.46286884476171e+002°)
1.69824365246172e+004	(4.20933644694956e+001dB,-1.46959545098283e+002°)
1.73780082874935e+004	(4.21380891145477e+001dB,-1.47622642283520e+002°)
1.77827941003890e+004	(4.21812172323475e+001dB,-1.48276130380737e+002°)
1.81970085860996e+004	(4.22227914854615e+001dB,-1.48919974010022e+002°)
1.86208713666284e+004	(4.22628544102695e+001dB,-1.49554147836127e+002°)
1.90546071796322e+004	(4.23014483388190e+001dB,-1.50178636314356e+002°)
1.94984459975802e+004	(4.23386153253690e+001dB,-1.50793433412196e+002°)
1.99526231496885e+004	(4.23743970776653e+001dB,-1.51398542309731e+002°)
2.04173794466950e+004	(4.24088348930399e+001dB,-1.51993975081757e+002°)
2.08929613085401e+004	(4.24419695993237e+001dB,-1.52579752364661e+002°)
2.13796208950220e+004	(4.24738415005972e+001dB,-1.53155903010683e+002°)
2.18776162394952e+004	(4.25044903276349e+001dB,-1.53722463732357e+002°)
2.23872113856831e+004	(4.25339551930857e+001dB,-1.54279478739544e+002°)
2.29086765276774e+004	(4.25622745511750e+001dB,-1.54826999371424e+002°)
2.34422881531989e+004	(4.25894861619277e+001dB,-1.55365083725764e+002°)
2.39883291901946e+004	(4.26156270595061e+001dB,-1.55893796287245e+002°)
2.45470891568500e+004	(4.26407335249002e+001dB,-1.56413207556942e+002°)
2.51188643150954e+004	(4.26648410623772e+001dB,-1.56923393684544e+002°)
2.57039578276883e+004	(4.26879843798382e+001dB,-1.57424436104798e+002°)
2.63026799189534e+004	(4.27101973726055e+001dB,-1.57916421179652e+002°)
2.69153480392688e+004	(4.27315131107036e+001dB,-1.58399439847215e+002°)
2.75422870333813e+004	(4.27519638292492e+001dB,-1.58873587278683e+002°)
2.81838293126441e+004	(4.27715809217906e+001dB,-1.59338962544028e+002°)
2.88403150312656e+004	(4.27903949364661e+001dB,-1.59795668287334e+002°)
2.95120922666634e+004	(4.28084355746327e+001dB,-1.60243810412345e+002°)
3.01995172040197e+004	(4.28257316919874e+001dB,-1.60683497778918e+002°)
3.09029543251354e+004	(4.28423113017383e+001dB,-1.61114841910544e+002°)
3.16227766016833e+004	(4.28582015797938e+001dB,-1.61537956713498e+002°)
3.23593656929623e+004	(4.28734288718315e+001dB,-1.61952958207718e+002°)
3.31131121482586e+004	(4.28880187018815e+001dB,-1.62359964269571e+002°)
3.38844156139197e+004	(4.29019957824496e+001dB,-1.62759094386585e+002°)
3.46736850452526e+004	(4.29153840259358e+001dB,-1.63150469424122e+002°)
3.54813389233570e+004	(4.29282065572017e+001dB,-1.63534211403932e+002°)
3.63078054770096e+004	(4.29404857271659e+001dB,-1.63910443294500e+002°)
3.71535229097167e+004	(4.29522431272429e+001dB,-1.64279288812886e+002°)
3.80189396320555e+004	(4.29634996045901e+001dB,-1.64640872238048e+002°)
3.89045144994275e+004	(4.29742752779801e+001dB,-1.64995318235196e+002°)
3.98107170553491e+004	(4.29845895542003e+001dB,-1.65342751691042e+002°)
4.07380277804107e+004	(4.29944611448671e+001dB,-1.65683297559539e+002°)
4.16869383470329e+004	(4.30039080836107e+001dB,-1.66017080717899e+002°)
4.26579518801586e+004	(4.30129477435230e+001dB,-1.66344225832452e+002°)
4.36515832240159e+004	(4.30215968547309e+001dB,-1.66664857233980e+002°)
4.46683592150956e+004	(4.30298715221097e+001dB,-1.66979098802312e+002°)
4.57088189614868e+004	(4.30377872430224e+001dB,-1.67287073859618e+002°)
4.67735141287191e+004	(4.30453589250783e+001dB,-1.67588905072195e+002°)
4.78630092322631e+004	(4.30526009037406e+001dB,-1.67884714360289e+002°)
4.89778819368439e+004	(4.30595269598770e+001dB,-1.68174622815577e+002°)
5.01187233627264e+004	(4.30661503371174e+001dB,-1.68458750625999e+002°)
5.12861383991357e+004	(4.30724837590334e+001dB,-1.68737217007574e+002°)
5.24807460249764e+004	(4.30785394460422e+001dB,-1.69010140142793e+002°)
5.37031796370244e+004	(4.30843291321089e+001dB,-1.69277637125292e+002°)
5.49540873857616e+004	(4.30898640810850e+001dB,-1.69539823910475e+002°)
5.62341325190340e+004	(4.30951551027737e+001dB,-1.69796815271710e+002°)
5.75439937337148e+004	(4.31002125686943e+001dB,-1.70048724761853e+002°)
5.88843655355580e+004	(4.31050464274536e+001dB,-1.70295664679746e+002°)
6.02559586074348e+004	(4.31096662197379e+001dB,-1.70537746041374e+002°)
6.16595001861472e+004	(4.31140810930441e+001dB,-1.70775078555499e+002°)
6.30957344480183e+004	(4.31182998159000e+001dB,-1.71007770603352e+002°)
6.45654229034645e+004	(4.31223307918122e+001dB,-1.71235929222275e+002°)
6.60693448007586e+004	(4.31261820727522e+001dB,-1.71459660092940e+002°)
6.76082975391971e+004	(4.31298613722938e+001dB,-1.71679067529992e+002°)
6.91830970918925e+004	(4.31333760783394e+001dB,-1.71894254475821e+002°)
7.07945784384127e+004	(4.31367332654808e+001dB,-1.72105322497343e+002°)
7.24435960074979e+004	(4.31399397069686e+001dB,-1.72312371785476e+002°)
7.41310241300906e+004	(4.31430018862606e+001dB,-1.72515501157189e+002°)
7.58577575029172e+004	(4.31459260082061e+001dB,-1.72714808059917e+002°)
7.76247116628679e+004	(4.31487180099436e+001dB,-1.72910388578202e+002°)
7.94328234724269e+004	(4.31513835712638e+001dB,-1.73102337442316e+002°)
8.12830516164086e+004	(4.31539281247220e+001dB,-1.73290748038804e+002°)
8.31763771102658e+004	(4.31563568653944e+001dB,-1.73475712422752e+002°)
8.51138038202363e+004	(4.31586747601959e+001dB,-1.73657321331632e+002°)
8.70963589956067e+004	(4.31608865569520e+001dB,-1.73835664200672e+002°)
8.91250938133731e+004	(4.31629967930844e+001dB,-1.74010829179492e+002°)
9.12010839355895e+004	(4.31650098039670e+001dB,-1.74182903150061e+002°)
9.33254300796976e+004	(4.31669297309619e+001dB,-1.74351971745715e+002°)
9.54992586021420e+004	(4.31687605291752e+001dB,-1.74518119371262e+002°)
9.77237220955795e+004	(4.31705059748642e+001dB,-1.74681429223972e+002°)
9.99999999999984e+004	(4.31721696725569e+001dB,-1.74841983315482e+002°)
1.02329299228074e+005	(4.31737550619160e+001dB,-1.74999862494414e+002°)
1.04712854805088e+005	(4.31752654242800e+001dB,-1.75155146469727e+002°)
1.07151930523759e+005	(4.31767038889496e+001dB,-1.75307913834700e+002°)
1.09647819614317e+005	(4.31780734392208e+001dB,-1.75458242091444e+002°)
1.12201845430195e+005	(4.31793769181581e+001dB,-1.75606207675974e+002°)
1.14815362149686e+005	(4.31806170340844e+001dB,-1.75751885983675e+002°)
1.17489755493951e+005	(4.31817963658705e+001dB,-1.75895351395205e+002°)
1.20226443461739e+005	(4.31829173679843e+001dB,-1.76036677302743e+002°)
1.23026877081236e+005	(4.31839823752892e+001dB,-1.76175936136526e+002°)
1.25892541179415e+005	(4.31849936076685e+001dB,-1.76313199391689e+002°)
1.28824955169311e+005	(4.31859531743697e+001dB,-1.76448537655305e+002°)
1.31825673855639e+005	(4.31868630782128e+001dB,-1.76582020633641e+002°)
1.34896288259163e+005	(4.31877252195454e+001dB,-1.76713717179596e+002°)
1.38038426460286e+005	(4.31885414000180e+001dB,-1.76843695320243e+002°)
1.41253754462273e+005	(4.31893133262441e+001dB,-1.76972022284537e+002°)
1.44543977074590e+005	(4.31900426130983e+001dB,-1.77098764531064e+002°)
1.47910838816818e+005	(4.31907307870803e+001dB,-1.77223987775917e+002°)
1.51356124843618e+005	(4.31913792892965e+001dB,-1.77347757020583e+002°)
1.54881661891246e+005	(4.31919894783865e+001dB,-1.77470136579894e+002°)
1.58489319246109e+005	(4.31925626332600e+001dB,-1.77591190109991e+002°)
1.62181009735890e+005	(4.31930999556933e+001dB,-1.77710980636312e+002°)
1.65958690743753e+005	(4.31936025727398e+001dB,-1.77829570581557e+002°)
1.69824365246172e+005	(4.31940715390402e+001dB,-1.77947021793668e+002°)
1.73780082874935e+005	(4.31945078389500e+001dB,-1.78063395573783e+002°)
1.77827941003889e+005	(4.31949123885282e+001dB,-1.78178752704149e+002°)
1.81970085860995e+005	(4.31952860374085e+001dB,-1.78293153476016e+002°)
1.86208713666284e+005	(4.31956295705411e+001dB,-1.78406657717508e+002°)
1.90546071796322e+005	(4.31959437097943e+001dB,-1.78519324821420e+002°)
1.94984459975801e+005	(4.31962291154098e+001dB,-1.78631213772998e+002°)
1.99526231496885e+005	(4.31964863873748e+001dB,-1.78742383177655e+002°)
2.04173794466949e+005	(4.31967160666200e+001dB,-1.78852891288656e+002°)
2.08929613085400e+005	(4.31969186361582e+001dB,-1.78962796034728e+002°)
2.13796208950220e+005	(4.31970945220475e+001dB,-1.79072155047644e+002°)
2.18776162394952e+005	(4.31972440943059e+001dB,-1.79181025689751e+002°)
2.23872113856830e+005	(4.31973676676022e+001dB,-1.79289465081427e+002°)
2.29086765276773e+005	(4.31974655019530e+001dB,-1.79397530128523e+002°)
2.34422881531988e+005	(4.31975378032671e+001dB,-1.79505277549735e+002°)
2.39883291901945e+005	(4.31975847237103e+001dB,-1.79612763903927e+002°)
2.45470891568499e+005	(4.31976063620832e+001dB,-1.79720045617436e+002°)
2.51188643150954e+005	(4.31976027639819e+001dB,-1.79827179011297e+002°)
2.57039578276882e+005	(4.31975739218982e+001dB,-1.79934220328452e+002°)
2.63026799189534e+005	(4.31975197752164e+001dB,1.79958774239083e+002°)
2.69153480392687e+005	(4.31974402101128e+001dB,1.79851748523086e+002°)
2.75422870333812e+005	(4.31973350592374e+001dB,1.79744646352054e+002°)
2.81838293126440e+005	(4.31972041014866e+001dB,1.79637411524123e+002°)
2.88403150312656e+005	(4.31970470614509e+001dB,1.79529987780059e+002°)
2.95120922666633e+005	(4.31968636089071e+001dB,1.79422318776249e+002°)
3.01995172040196e+005	(4.31966533581363e+001dB,1.79314348057732e+002°)
3.09029543251354e+005	(4.31964158671135e+001dB,1.79206019031264e+002°)
3.16227766016832e+005	(4.31961506366196e+001dB,1.79097274938406e+002°)
3.23593656929623e+005	(4.31958571092181e+001dB,1.78988058828636e+002°)
3.31131121482585e+005	(4.31955346681061e+001dB,1.78878313532499e+002°)
3.38844156139197e+005	(4.31951826358694e+001dB,1.78767981634774e+002°)
3.46736850452526e+005	(4.31948002730891e+001dB,1.78657005447690e+002°)
3.54813389233569e+005	(4.31943867768415e+001dB,1.78545326984156e+002°)
3.63078054770095e+005	(4.31939412790762e+001dB,1.78432887931046e+002°)
3.71535229097166e+005	(4.31934628448054e+001dB,1.78319629622527e+002°)
3.80189396320555e+005	(4.31929504702487e+001dB,1.78205493013418e+002°)
3.89045144994274e+005	(4.31924030808131e+001dB,1.78090418652605e+002°)
3.98107170553490e+005	(4.31918195288199e+001dB,1.77974346656561e+002°)
4.07380277804106e+005	(4.31911985913257e+001dB,1.77857216682854e+002°)
4.16869383470328e+005	(4.31905389675104e+001dB,1.77738967903824e+002°)
4.26579518801585e+005	(4.31898392761467e+001dB,1.77619538980290e+002°)
4.36515832240158e+005	(4.31890980528094e+001dB,1.77498868035378e+002°)
4.46683592150955e+005	(4.31883137469116e+001dB,1.77376892628492e+002°)
4.57088189614867e+005	(4.31874847185793e+001dB,1.77253549729402e+002°)
4.67735141287190e+005	(4.31866092354179e+001dB,1.77128775692474e+002°)
4.78630092322630e+005	(4.31856854690429e+001dB,1.77002506231107e+002°)
4.89778819368438e+005	(4.31847114913984e+001dB,1.76874676392357e+002°)
5.01187233627263e+005	(4.31836852710107e+001dB,1.76745220531756e+002°)
5.12861383991356e+005	(4.31826046688732e+001dB,1.76614072288445e+002°)
5.24807460249763e+005	(4.31814674343108e+001dB,1.76481164560522e+002°)
5.37031796370243e+005	(4.31802712004629e+001dB,1.76346429480763e+002°)
5.49540873857615e+005	(4.31790134797405e+001dB,1.76209798392638e+002°)
5.62341325190339e+005	(4.31776916588610e+001dB,1.76071201826792e+002°)
5.75439937337147e+005	(4.31763029938452e+001dB,1.75930569477866e+002°)
5.88843655355579e+005	(4.31748446046343e+001dB,1.75787830181901e+002°)
6.02559586074347e+005	(4.31733134695601e+001dB,1.75642911894198e+002°)
6.16595001861471e+005	(4.31717064194829e+001dB,1.75495741667809e+002°)
6.30957344480182e+005	(4.31700201317808e+001dB,1.75346245632646e+002°)
6.45654229034644e+005	(4.31682511239726e+001dB,1.75194348975318e+002°)
6.60693448007584e+005	(4.31663957471255e+001dB,1.75039975919758e+002°)
6.76082975391970e+005	(4.31644501789202e+001dB,1.74883049708689e+002°)
6.91830970918924e+005	(4.31624104165648e+001dB,1.74723492586002e+002°)
7.07945784384125e+005	(4.31602722692700e+001dB,1.74561225780186e+002°)
7.24435960074977e+005	(4.31580313504129e+001dB,1.74396169488909e+002°)
7.41310241300904e+005	(4.31556830695785e+001dB,1.74228242864682e+002°)
7.58577575029170e+005	(4.31532226240489e+001dB,1.74057364001976e+002°)
7.76247116628678e+005	(4.31506449901176e+001dB,1.73883449925672e+002°)
7.94328234724267e+005	(4.31479449140247e+001dB,1.73706416581095e+002°)
8.12830516164085e+005	(4.31451169025085e+001dB,1.73526178825740e+002°)
8.31763771102656e+005	(4.31421552131085e+001dB,1.73342650422748e+002°)
8.51138038202361e+005	(4.31390538439851e+001dB,1.73155744036406e+002°)
8.70963589956065e+005	(4.31358065235460e+001dB,1.72965371229666e+002°)
8.91250938133729e+005	(4.31324066995229e+001dB,1.72771442464039e+002°)
9.12010839355893e+005	(4.31288475278095e+001dB,1.72573867101840e+002°)
9.33254300796974e+005	(4.31251218609143e+001dB,1.72372553411071e+002°)
9.54992586021419e+005	(4.31212222359625e+001dB,1.72167408573168e+002°)
9.77237220955793e+005	(4.31171408623603e+001dB,1.71958338693729e+002°)
9.99999999999982e+005	(4.31128696091914e+001dB,1.71745248816397e+002°)
1.02329299228074e+006	(4.31083999920020e+001dB,1.71528042940369e+002°)
1.04712854805088e+006	(4.31037231594525e+001dB,1.71306624041394e+002°)
1.07151930523759e+006	(4.30988298794145e+001dB,1.71080894096887e+002°)
1.09647819614316e+006	(4.30937105248425e+001dB,1.70850754115076e+002°)
1.12201845430194e+006	(4.30883550592111e+001dB,1.70616104168706e+002°)
1.14815362149686e+006	(4.30827530215674e+001dB,1.70376843433513e+002°)
1.17489755493951e+006	(4.30768935113893e+001dB,1.70132870231597e+002°)
1.20226443461739e+006	(4.30707651729807e+001dB,1.69884082080292e+002°)
1.23026877081236e+006	(4.30643561796396e+001dB,1.69630375746581e+002°)
1.25892541179414e+006	(4.30576542175350e+001dB,1.69371647307545e+002°)
1.28824955169311e+006	(4.30506464693235e+001dB,1.69107792217092e+002°)
1.31825673855638e+006	(4.30433195975115e+001dB,1.68838705379388e+002°)
1.34896288259163e+006	(4.30356597277225e+001dB,1.68564281229216e+002°)
1.38038426460286e+006	(4.30276524316524e+001dB,1.68284413819825e+002°)
1.41253754462273e+006	(4.30192827100836e+001dB,1.67998996918347e+002°)
1.44543977074590e+006	(4.30105349756725e+001dB,1.67707924109510e+002°)
1.47910838816818e+006	(4.30013930358114e+001dB,1.67411088907697e+002°)
1.51356124843618e+006	(4.29918400755524e+001dB,1.67108384877835e+002°)
1.54881661891245e+006	(4.29818586405516e+001dB,1.66799705765613e+002°)
1.58489319246108e+006	(4.29714306202702e+001dB,1.66484945637178e+002°)
1.62181009735890e+006	(4.29605372313913e+001dB,1.66163999028831e+002°)
1.65958690743753e+006	(4.29491590015588e+001dB,1.65836761107016e+002°)
1.69824365246171e+006	(4.29372757535868e+001dB,1.65503127838899e+002°)
1.73780082874934e+006	(4.29248665902206e+001dB,1.65162996173827e+002°)
1.77827941003889e+006	(4.29119098793814e+001dB,1.64816264236271e+002°)
1.81970085860995e+006	(4.28983832404033e+001dB,1.64462831529876e+002°)
1.86208713666283e+006	(4.28842635309247e+001dB,1.64102599153572e+002°)
1.90546071796321e+006	(4.28695268348956e+001dB,1.63735470029444e+002°)
1.94984459975801e+006	(4.28541484517508e+001dB,1.63361349142603e+002°)
1.99526231496884e+006	(4.28381028867693e+001dB,1.62980143793426e+002°)
2.04173794466949e+006	(4.28213638430136e+001dB,1.62591763861739e+002°)
2.08929613085400e+006	(4.28039042148028e+001dB,1.62196122083292e+002°)
2.13796208950219e+006	(4.27856960830020e+001dB,1.61793134338279e+002°)
2.18776162394951e+006	(4.27667107122883e+001dB,1.61382719951633e+002°)
2.23872113856830e+006	(4.27469185505212e+001dB,1.60964802005070e+002°)
2.29086765276773e+006	(4.27262892305861e+001dB,1.60539307660064e+002°)
2.34422881531988e+006	(4.27047915746245e+001dB,1.60106168491803e+002°)
2.39883291901944e+006	(4.26823936011430e+001dB,1.59665320833098e+002°)
2.45470891568498e+006	(4.26590625350341e+001dB,1.59216706127637e+002°)
2.51188643150953e+006	(4.26347648207155e+001dB,1.58760271291925e+002°)
2.57039578276881e+006	(4.26094661386882e+001dB,1.58295969084613e+002°)
2.63026799189533e+006	(4.25831314257037e+001dB,1.57823758482054e+002°)
2.69153480392686e+006	(4.25557248985763e+001dB,1.57343605059238e+002°)
2.75422870333811e+006	(4.25272100820891e+001dB,1.56855481374013e+002°)
2.81838293126440e+006	(4.24975498409997e+001dB,1.56359367353342e+002°)
2.88403150312655e+006	(4.24667064163297e+001dB,1.55855250679834e+002°)
2.95120922666633e+006	(4.24346414662315e+001dB,1.55343127176217e+002°)
3.01995172040196e+006	(4.24013161113615e+001dB,1.54823001186155e+002°)
3.09029543251353e+006	(4.23666909851279e+001dB,1.54294885948486e+002°)
3.16227766016832e+006	(4.23307262886134e+001dB,1.53758803963135e+002°)
3.23593656929622e+006	(4.22933818505967e+001dB,1.53214787345282e+002°)
3.31131121482585e+006	(4.22546171923478e+001dB,1.52662878165892e+002°)
3.38844156139196e+006	(4.22143915974945e+001dB,1.52103128774987e+002°)
3.46736850452525e+006	(4.21726641867272e+001dB,1.51535602105158e+002°)
3.54813389233568e+006	(4.21293939973822e+001dB,1.50960371952104e+002°)
3.63078054770094e+006	(4.20845400677428e+001dB,1.50377523228912e+002°)
3.71535229097165e+006	(4.20380615258643e+001dB,1.49787152191306e+002°)
3.80189396320554e+006	(4.19899176828164e+001dB,1.49189366629997e+002°)
3.89045144994273e+006	(4.19400681299108e+001dB,1.48584286027876e+002°)
3.98107170553489e+006	(4.18884728397197e+001dB,1.47972041678248e+002°)
4.07380277804105e+006	(4.18350922705214e+001dB,1.47352776761367e+002°)
4.16869383470327e+006	(4.17798874736887e+001dB,1.46726646376406e+002°)
4.26579518801584e+006	(4.17228202035236e+001dB,1.46093817526342e+002°)
4.36515832240157e+006	(4.16638530291050e+001dB,1.45454469053138e+002°)
4.46683592150954e+006	(4.16029494475269e+001dB,1.44808791521005e+002°)
4.57088189614866e+006	(4.15400739978704e+001dB,1.44156987046202e+002°)
4.67735141287189e+006	(4.14751923752984e+001dB,1.43499269071471e+002°)
4.78630092322629e+006	(4.14082715445586e+001dB,1.42835862084448e+002°)
4.89778819368436e+006	(4.13392798521431e+001dB,1.42167001278992e+002°)
5.01187233627262e+006	(4.12681871364219e+001dB,1.41492932159351e+002°)
5.12861383991355e+006	(4.11949648348557e+001dB,1.40813910087693e+002°)
5.24807460249762e+006	(4.11195860876604e+001dB,1.40130199775403e+002°)
5.37031796370242e+006	(4.10420258370273e+001dB,1.39442074719681e+002°)
5.49540873857613e+006	(4.09622609212001e+001dB,1.38749816587298e+002°)
5.62341325190338e+006	(4.08802701626155e+001dB,1.38053714547942e+002°)
5.75439937337145e+006	(4.07960344494757e+001dB,1.37354064559680e+002°)
5.88843655355577e+006	(4.07095368099090e+001dB,1.36651168610678e+002°)
6.02559586074345e+006	(4.06207624783186e+001dB,1.35945333920247e+002°)
6.16595001861470e+006	(4.05296989530699e+001dB,1.35236872104373e+002°)
6.30957344480180e+006	(4.04363360453094e+001dB,1.34526098309529e+002°)
6.45654229034642e+006	(4.03406659181555e+001dB,1.33813330321176e+002°)
6.60693448007582e+006	(4.02426831162146e+001dB,1.33098887650847e+002°)
6.76082975391968e+006	(4.01423845849011e+001dB,1.32383090608785e+002°)
6.91830970918922e+006	(4.00397696795215e+001dB,1.31666259367179e+002°)
7.07945784384123e+006	(3.99348401639391e+001dB,1.30948713020341e+002°)
7.24435960074975e+006	(3.98276001989127e+001dB,1.30230768647401e+002°)
7.41310241300902e+006	(3.97180563200796e+001dB,1.29512740383947e+002°)
7.58577575029168e+006	(3.96062174058678e+001dB,1.28794938508238e+002°)
7.76247116628676e+006	(3.94920946355680e+001dB,1.28077668547153e+002°)
7.94328234724265e+006	(3.93757014378736e+001dB,1.27361230408476e+002°)
8.12830516164082e+006	(3.92570534304224e+001dB,1.26645917543233e+002°)
8.31763771102654e+006	(3.91361683507310e+001dB,1.25932016143919e+002°)
8.51138038202359e+006	(3.90130659791882e+001dB,1.25219804382538e+002°)
8.70963589956062e+006	(3.88877680546696e+001dB,1.24509551692161e+002°)
8.91250938133727e+006	(3.87602981834798e+001dB,1.23801518095906e+002°)
9.12010839355890e+006	(3.86306817422995e+001dB,1.23095953585934e+002°)
9.33254300796971e+006	(3.84989457759501e+001dB,1.22393097554916e+002°)
9.54992586021416e+006	(3.83651188906286e+001dB,1.21693178281895e+002°)
9.77237220955790e+006	(3.82292311435158e+001dB,1.20996412473770e+002°)
1.00000000000000e+007	(3.80913139293867e+001dB,1.20303004863372e+002°)
